node_id,gene_symbol,clinical_target_label
306,AC007228.5,0
307,AC007228.9,0
308,AC007246.3,0
309,AC007255.8,0
310,AC007285.6,0
311,AC007292.3,0
312,AC007292.4,0
313,AC007292.6,0
314,AC007319.1,0
315,AC007325.2,0
316,AC007325.4,0
317,AC007349.5,0
318,AC007349.7,0
319,AC007364.1,0
320,AC007365.3,0
321,AC007381.3,0
322,AC007383.3,0
323,AC007383.4,0
324,AC007386.2,0
325,AC007386.4,0
326,AC007391.2,0
327,AC007392.3,0
328,AC007403.2,0
329,AC007405.4,0
330,AC007405.6,0
331,AC007563.5,0
332,AC007566.10,0
333,AC007620.3,0
334,AC007731.1,0
335,AC007743.1,0
336,AC007750.5,0
337,AC007773.2,0
338,AC007879.2,0
339,AC007879.4,0
340,AC007879.5,0
341,AC007879.6,0
342,AC007879.7,0
343,AC007880.1,0
344,AC007906.1,0
345,AC007950.1,0
346,AC007950.2,0
347,AC007966.1,0
348,AC008060.7,0
349,AC008063.3,0
350,AC008073.9,0
351,AC008074.1,0
352,AC008074.3,0
353,AC008079.10,0
354,AC008079.9,0
355,AC008088.4,0
356,AC008268.1,0
357,AC008269.2,0
358,AC008271.1,0
359,AC008440.10,0
360,AC008440.5,0
361,AC008522.1,0
362,AC008592.4,0
363,AC008592.8,0
364,AC008697.1,0
365,AC008746.12,0
366,AC008753.4,0
367,AC008753.6,0
368,AC008781.7,0
369,AC009005.2,0
370,AC009014.3,0
371,AC009060.3,0
372,AC009065.4,0
373,AC009095.4,0
374,AC009120.10,0
375,AC009120.11,0
376,AC009120.4,0
377,AC009120.5,0
378,AC009133.12,0
379,AC009133.15,0
380,AC009133.17,0
381,AC009133.21,0
382,AC009228.1,0
383,AC009236.2,0
384,AC009262.2,0
385,AC009276.4,0
386,AC009299.2,0
387,AC009299.3,0
388,AC009303.1,0
389,AC009403.2,0
390,AC009404.2,0
391,AC009410.1,0
392,AC009473.1,0
393,AC009480.3,0
394,AC009487.4,0
395,AC009495.2,0
396,AC009495.4,0
397,AC009501.4,0
398,AC009502.4,0
399,AC009505.2,0
400,AC009505.4,0
401,AC009506.1,0
402,AC009542.2,0
403,AC009784.3,0
404,AC009948.5,0
405,AC009950.2,0
406,AC009961.3,0
407,AC010082.2,0
408,AC010084.1,0
409,AC010091.1,0
410,AC010096.1,0
411,AC010127.3,0
412,AC010136.2,0
413,AC010226.4,0
414,AC010287.1,0
415,AC010504.2,0
416,AC010524.2,0
417,AC010524.4,0
418,AC010547.9,0
419,AC010642.1,0
420,AC010746.3,0
421,AC010761.10,0
422,AC010761.13,0
423,AC010761.6,0
424,AC010761.8,0
425,AC010883.5,0
426,AC010884.1,0
427,AC010890.1,0
428,AC010894.3,0
429,AC010894.5,0
430,AC010967.2,0
431,AC010969.1,0
432,AC010974.3,0
433,AC010976.2,0
434,AC010987.6,0
435,AC011043.1,0
436,AC011286.1,0
437,AC011288.2,0
438,AC011294.3,0
439,AC011298.2,0
440,AC011513.4,0
441,AC011718.2,0
442,AC011747.3,0
443,AC011747.4,0
444,AC011893.3,0
445,AC011899.9,0
446,AC011997.1,0
447,AC012074.2,0
448,AC012123.1,0
449,AC012314.8,0
450,AC012354.6,0
451,AC012358.7,0
452,AC012358.8,0
453,AC012360.4,0
454,AC012360.6,0
455,AC012363.4,0
456,AC012368.1,0
457,AC012442.6,0
458,AC012445.1,0
459,AC012593.1,0
460,AC012594.1,0
461,AC012668.2,0
462,AC013264.2,0
463,AC013275.2,0
464,AC013461.1,0
465,AC013463.2,0
466,AC015691.13,0
467,AC015849.16,0
468,AC015849.19,0
469,AC015849.2,0
470,AC015922.6,0
471,AC015933.2,0
472,AC015969.3,0
473,AC015971.2,0
474,AC015987.1,0
475,AC016549.1,0
476,AC016582.2,0
477,AC016683.5,0
478,AC016700.2,0
479,AC016700.5,0
480,AC016722.3,0
481,AC016722.4,0
482,AC016723.4,0
483,AC016735.2,0
484,AC016738.3,0
485,AC016738.4,0
486,AC016745.3,0
487,AC016768.1,0
488,AC016831.7,0
489,AC016907.3,0
490,AC016910.1,0
491,AC016995.3,0
492,AC017002.1,0
493,AC017002.2,0
494,AC017060.1,0
495,AC017104.2,0
496,AC018359.1,0
497,AC018462.2,0
498,AC018647.3,0
499,AC018737.3,0
500,AC018755.17,0
501,AC018766.4,0
502,AC018816.3,0
503,AC018890.6,0
504,AC019117.1,0
505,AC019117.2,0
506,AC019172.2,0
507,AC019181.2,0
508,AC019186.1,0
509,AC019349.5,0
510,AC020571.3,0
511,AC020594.5,0
512,AC020743.2,0
513,AC021106.1,0
514,AC021188.4,0
515,AC021218.2,0
516,AC021224.1,0
517,AC022007.5,0
518,AC022154.7,0
519,AC022182.1,0
520,AC022182.3,0
521,AC022201.5,0
522,AC022816.2,0
523,AC023115.2,0
524,AC023128.1,0
525,AC023347.1,0
526,AC023481.1,0
527,AC023590.1,0
528,AC024560.2,0
529,AC024592.12,0
530,AC024592.9,0
531,AC024704.2,0
532,AC025016.1,0
533,AC025171.1,0
534,AC025335.1,0
535,AC025811.3,0
536,AC026150.8,0
537,AC026188.1,0
538,AC026202.3,0
539,AC026471.6,0
540,AC027119.1,0
541,AC027601.1,0
542,AC034187.2,0
543,AC034228.3,0
544,AC034243.1,0
545,AC046143.3,0
546,AC053503.4,0
547,AC058791.1,0
548,AC060834.3,0
549,AC061992.2,0
550,AC062017.1,0
551,AC062028.1,0
552,AC062029.1,0
553,AC064834.1,0
554,AC064834.2,0
555,AC064834.3,0
556,AC067956.1,0
557,AC067959.1,0
558,AC068196.1,0
559,AC068282.3,0
560,AC068492.1,0
561,AC068499.10,0
562,AC068580.6,0
563,AC068831.10,0
564,AC068831.15,0
565,AC068831.16,0
566,AC068831.6,0
567,AC069277.2,0
568,AC069363.1,0
569,AC069513.4,0
570,AC072062.1,0
571,AC072062.3,0
572,AC073046.25,0
573,AC073072.5,0
574,AC073115.7,0
575,AC073130.3,0
576,AC073133.1,0
577,AC073133.2,0
578,AC073254.1,0
579,AC073257.2,0
580,AC073283.4,0
581,AC073283.7,0
582,AC073284.4,0
583,AC073316.2,0
584,AC073321.4,0
585,AC073333.8,0
586,AC073342.12,0
587,AC073343.13,0
588,AC073641.2,0
589,AC073657.1,0
590,AC073842.19,0
591,AC073934.6,0
592,AC073957.15,0
593,AC074011.2,0
594,AC074117.10,0
595,AC074183.4,0
596,AC074212.6,0
597,AC074289.1,0
598,AC074363.1,0
599,AC074366.3,0
600,AC074391.1,0
601,AC078883.3,0
602,AC078883.4,0
603,AC078941.1,0
604,AC079135.1,0
605,AC079145.4,0
606,AC079305.10,0
607,AC079305.11,0
608,AC079305.8,0
609,AC079354.3,0
610,AC079354.5,0
611,AC079466.1,0
612,AC079610.2,0
613,AC079630.2,0
614,AC079630.4,0
615,AC079742.4,0
616,AC079767.4,0
617,AC079776.3,0
618,AC079790.2,0
619,AC079807.2,0
620,AC079807.4,0
621,AC079922.3,0
622,AC083843.1,0
623,AC083843.2,0
624,AC083949.1,0
625,AC084082.3,0
626,AC084149.1,0
627,AC084219.4,0
628,AC084809.2,0
629,AC084809.3,0
630,AC087294.2,0
631,AC087491.2,0
632,AC090154.1,0
633,AC090498.1,0
634,AC090505.4,0
635,AC090505.6,0
636,AC090587.5,0
637,AC090616.2,0
638,AC090617.1,0
639,AC091133.1,0
640,AC091493.2,0
641,AC091633.3,0
642,AC091729.7,0
643,AC091729.9,0
644,AC091814.2,0
645,AC091814.3,0
646,AC091878.1,0
647,AC092155.4,0
648,AC092159.2,0
649,AC092171.2,0
650,AC092171.4,0
651,AC092192.1,0
652,AC092198.1,0
653,AC092301.3,0
654,AC092415.1,0
655,AC092484.1,0
656,AC092535.3,0
657,AC092580.3,0
658,AC092580.4,0
659,AC092614.2,0
660,AC092620.3,0
661,AC092652.1,0
662,AC092667.2,0
663,AC092669.3,0
664,AC092835.2,0
665,AC092839.3,0
666,AC092881.1,0
667,AC093110.3,0
668,AC093159.1,0
669,AC093323.3,0
670,AC093375.1,0
671,AC093382.1,0
672,AC093388.3,0
673,AC093390.1,0
674,AC093495.4,0
675,AC093585.6,0
676,AC093590.1,0
677,AC093609.1,0
678,AC093620.5,0
679,AC093627.10,0
680,AC093627.7,0
681,AC093627.9,0
682,AC093642.3,0
683,AC093673.5,0
684,AC093702.1,0
685,AC093732.1,0
686,AC093802.1,0
687,AC093818.1,0
688,AC093901.1,0
689,AC093911.1,0
690,AC096558.1,0
691,AC096579.13,0
692,AC096649.2,0
693,AC096670.3,0
694,AC096772.6,0
695,AC097467.2,0
696,AC097468.4,0
697,AC097495.2,0
698,AC097662.2,0
699,AC097713.4,0
700,AC097721.2,0
701,AC097724.3,0
702,AC098617.1,0
703,AC098820.2,0
704,AC098820.4,0
705,AC098823.3,0
706,AC098828.2,0
707,AC098973.2,0
708,AC099342.1,0
709,AC099552.4,0
710,AC099850.1,0
711,AC100830.3,0
712,AC100830.4,0
713,AC100830.5,0
714,AC102953.4,0
715,AC103563.8,0
716,AC103563.9,0
717,AC104024.1,0
718,AC104024.2,0
719,AC104076.3,0
720,AC104135.2,0
721,AC104532.4,0
722,AC104534.2,0
723,AC104653.1,0
724,AC104654.1,0
725,AC104654.2,0
726,AC104655.3,0
727,AC104667.3,0
728,AC104699.1,0
729,AC104820.2,0
730,AC105052.2,0
731,AC105053.3,0
732,AC105339.1,0
733,AC105402.4,0
734,AC105760.2,0
735,AC105760.3,0
736,AC106053.1,0
737,AC106786.1,0
738,AC106801.1,0
739,AC106900.6,0
740,AC107081.5,0
741,AC107218.3,0
742,AC108004.2,0
743,AC108004.3,0
744,AC108142.1,0
745,AC108488.4,0
746,AC108868.5,0
747,AC108868.6,0
748,AC108938.5,0
749,AC109333.10,0
750,AC109642.1,0
751,AC109826.1,0
752,AC110615.1,0
753,AC110769.3,0
754,AC110781.3,0
755,AC112715.2,0
756,AC112721.1,0
757,AC112721.2,0
758,AC113189.5,0
759,AC113404.1,0
760,AC113617.1,0
761,AC114271.2,0
762,AC114730.2,0
763,AC114730.3,0
764,AC114730.5,0
765,AC114730.7,0
766,AC114730.8,0
767,AC114765.2,0
768,AC114776.3,0
769,AC114803.3,0
770,AC115522.3,0
771,AC116035.1,0
772,AC116366.5,0
773,AC116366.6,0
774,AC116609.1,0
775,AC116614.1,0
776,AC118754.4,0
777,AC122136.2,0
778,AC123023.1,0
779,AC124944.3,0
780,AC124944.5,0
781,AC128709.4,0
782,AC129492.1,0
783,AC129492.6,0
784,AC129778.2,0
785,AC130469.2,0
786,AC131056.3,0
787,AC131097.4,0
788,AC133528.2,0
789,AC133644.2,0
790,AC133785.1,0
791,AC135050.5,0
792,AC136616.1,0
793,AC137932.4,0
794,AC137932.5,0
795,AC137932.6,0
796,AC137934.1,0
797,AC138035.2,0
798,AC138969.4,0
799,AC139099.4,0
800,AC139099.5,0
801,AC139100.3,0
802,AC139887.4,0
803,AC140542.2,0
804,AC140725.4,0
805,AC140912.1,0
806,AC141272.1,0
807,AC141928.1,0
808,AC142293.3,0
809,AC142472.6,0
810,AC142528.1,0
811,AC144449.1,0
812,AC144450.2,0
813,AC144652.1,0
814,AC144831.1,0
815,AC144831.3,0
816,AC144836.1,0
817,AC145110.1,0
818,AC145124.2,0
819,AC145212.2,0
820,AC145212.4,0
821,AC145343.2,0
822,AC147651.4,0
823,AC159540.1,0
824,AC159540.2,0
825,AC195454.1,0
826,AC226118.1,0
827,AC233755.1,0
828,AC233755.2,0
829,AC240274.1,0
830,AC241377.2,0
831,AC241585.2,0
832,AC245100.1,0
833,AC253572.1,0
834,ACAA1,0
835,ACAA2,0
836,ACACA,1
837,ACACB,1
838,ACAD10,0
839,ACAD11,0
840,ACAD8,0
841,ACAD9,0
842,ACADL,0
843,ACADM,0
844,ACADS,0
845,ACADSB,0
846,ACADVL,0
847,ACAN,0
848,ACAP1,0
849,ACAP2,0
850,ACAP3,0
851,ACAT1,0
852,ACAT2,0
853,ACBD3,0
854,ACBD4,0
855,ACBD5,0
856,ACBD6,0
857,ACBD7,0
858,ACCS,0
859,ACD,0
860,ACE,1
861,ACE2,0
862,ACER1,0
863,ACER2,0
864,ACER3,0
865,ACHE,1
866,ACIN1,0
867,ACKR1,0
868,ACKR2,0
869,ACKR3,0
870,ACKR4,0
871,ACLY,1
872,ACMSD,0
873,ACO1,0
874,ACO2,0
875,ACOT1,0
876,ACOT11,0
877,ACOT12,0
878,ACOT13,0
879,ACOT2,0
880,ACOT4,0
881,ACOT7,0
882,ACOT8,0
883,ACOT9,0
884,ACOX1,0
885,ACOX2,0
886,ACOX3,0
887,ACOXL,0
888,ACP1,0
889,ACP2,0
890,ACP5,0
891,ACP6,0
892,ACP7,0
893,ACPP,0
894,ACR,0
895,ACRBP,0
896,ACRC,0
897,ACRV1,0
898,ACSBG1,0
899,ACSBG2,0
900,ACSF2,0
901,ACSF3,0
902,ACSL1,0
903,ACSL3,0
904,ACSL4,0
905,ACSL5,0
906,ACSL6,0
907,ACSM1,0
908,ACSM2A,0
909,ACSM2B,0
910,ACSM3,0
911,ACSM5,0
912,ACSM6,0
913,ACSS1,0
914,ACSS2,0
915,ACSS3,0
916,ACTA1,0
917,ACTA2,0
918,ACTA2-AS1,0
919,ACTB,0
920,ACTBL2,0
921,ACTC1,0
922,ACTG1,0
923,ACTG2,0
924,ACTL10,0
925,ACTL6A,0
926,ACTL6B,0
927,ACTL7B,0
928,ACTL8,0
929,ACTN1,0
930,ACTN1-AS1,0
931,ACTN2,0
932,ACTN3,0
933,ACTN4,0
934,ACTR10,0
935,ACTR1A,0
936,ACTR1B,0
937,ACTR2,0
938,ACTR3,0
939,ACTR3B,0
940,ACTR3C,0
941,ACTR5,0
942,ACTR6,0
943,ACTR8,0
944,ACTRT3,0
945,ACVR1,1
946,ACVR1B,0
947,ACVR1C,0
948,ACVR2A,1
949,ACVR2B,1
950,ACVR2B-AS1,0
951,ACVRL1,1
952,ACY1,0
953,ACY3,0
954,ACYP1,0
955,ACYP2,0
956,AD000671.6,0
957,ADA,1
958,ADAD2,0
959,ADAL,0
960,ADAM10,0
961,ADAM11,0
962,ADAM12,0
963,ADAM15,0
964,ADAM17,1
965,ADAM19,0
966,ADAM2,0
967,ADAM20,0
968,ADAM20P1,0
969,ADAM21,0
970,ADAM22,0
971,ADAM23,0
972,ADAM28,0
973,ADAM29,0
974,ADAM30,0
975,ADAM32,0
976,ADAM33,0
977,ADAM8,0
978,ADAM9,0
979,ADAMDEC1,0
980,ADAMTS1,0
981,ADAMTS10,0
982,ADAMTS12,0
983,ADAMTS13,1
984,ADAMTS14,0
985,ADAMTS15,0
986,ADAMTS16,0
987,ADAMTS17,0
988,ADAMTS18,0
989,ADAMTS19,0
990,ADAMTS2,0
991,ADAMTS3,0
992,ADAMTS4,0
993,ADAMTS5,0
994,ADAMTS6,0
995,ADAMTS7,0
996,ADAMTS8,0
997,ADAMTS9,0
998,ADAMTS9-AS1,0
999,ADAMTS9-AS2,0
1000,ADAMTSL1,0
1001,ADAMTSL2,0
1002,ADAMTSL3,0
1003,ADAMTSL4,0
1004,ADAMTSL5,0
1005,ADAP1,0
1006,ADAP2,0
1007,ADAR,0
1008,ADARB1,0
1009,ADARB2,0
1010,ADARB2-AS1,0
1011,ADAT1,0
1012,ADAT2,0
1013,ADAT3,0
1014,ADCK1,0
1015,ADCK2,0
1016,ADCK3,0
1017,ADCK4,0
1018,ADCK5,0
1019,ADCY1,0
1020,ADCY10,0
1021,ADCY2,0
1022,ADCY3,0
1023,ADCY4,0
1024,ADCY5,0
1025,ADCY6,0
1026,ADCY7,0
1027,ADCY8,0
1028,ADCY9,0
1029,ADCYAP1,0
1030,ADCYAP1R1,0
1031,ADD1,0
1032,ADD2,0
1033,ADD3,0
1034,ADGB,0
1035,ADGRA1,0
1036,ADGRA2,0
1037,ADGRA3,0
1038,ADGRB1,0
1039,ADGRB2,0
1040,ADGRB3,0
1041,ADGRD1,0
1042,ADGRD2,0
1043,ADGRE1,0
1044,ADGRE2,0
1045,ADGRE3,0
1046,ADGRE5,0
1047,ADGRF1,0
1048,ADGRF2,0
1049,ADGRF3,0
1050,ADGRF4,0
1051,ADGRF5,0
1052,ADGRG1,0
1053,ADGRG2,0
1054,ADGRG3,0
1055,ADGRG4,0
1056,ADGRG5,0
1057,ADGRG6,0
1058,ADGRL1,0
1059,ADGRL2,0
1060,ADGRL3,0
1061,ADGRL4,0
1062,ADGRV1,0
1063,ADH1B,1
1064,ADH1C,1
1065,ADH4,1
1066,ADH5,1
1067,ADH6,0
1068,ADH7,0
1069,ADHFE1,0
1070,ADI1,0
1071,ADIPOQ,0
1072,ADIPOR1,0
1073,ADIPOR2,0
1074,ADIRF,0
1075,ADK,0
1076,ADM,1
1077,ADM2,0
1078,ADM5,0
1079,ADNP,0
1080,ADNP-AS1,0
1081,ADNP2,0
1082,ADO,0
1083,ADORA1,0
1084,ADORA2A,1
1085,ADORA2A-AS1,0
1086,ADORA2B,1
1087,ADORA3,0
1088,ADPGK,0
1089,ADPGK-AS1,0
1090,ADPRH,0
1091,ADPRHL1,0
1092,ADPRHL2,0
1093,ADPRM,0
1094,ADRA1A,1
1095,ADRA1B,1
1096,ADRA1D,1
1097,ADRA2A,1
1098,ADRA2B,1
1099,ADRA2C,1
1100,ADRB1,1
1101,ADRB2,1
1102,ADRB3,1
1103,ADRBK1,0
1104,ADRBK2,0
1105,ADRM1,1
1106,ADSL,0
1107,ADSS,0
1108,ADSSL1,0
1109,ADTRP,0
1110,AE000662.92,0
1111,AE000662.93,0
1112,AEBP1,0
1113,AEBP2,0
1114,AEN,0
1115,AES,0
1116,AF001548.5,0
1117,AF003625.3,0
1118,AF011889.2,0
1119,AF011889.5,0
1120,AF038458.5,0
1121,AF064858.11,0
1122,AF064858.6,0
1123,AF064858.8,0
1124,AF121898.3,0
1125,AF124730.4,0
1126,AF127577.10,0
1127,AF127577.12,0
1128,AF127577.8,0
1129,AF127936.3,0
1130,AF127936.5,0
1131,AF127936.7,0
1132,AF127936.9,0
1133,AF129408.17,0
1134,AF131215.8,0
1135,AF131216.1,0
1136,AF131216.5,0
1137,AF131216.6,0
1138,AF131217.1,0
1139,AF146191.4,0
1140,AF165138.7,0
1141,AF178030.2,0
1142,AF186192.1,0
1143,AF186192.6,0
1144,AF196970.3,0
1145,AF196972.9,0
1146,AF213884.2,0
1147,AFAP1,0
1148,AFAP1-AS1,0
1149,AFAP1L1,0
1150,AFAP1L2,0
1151,AFF1,0
1152,AFF2,0
1153,AFF3,0
1154,AFF4,0
1155,AFG3L2,0
1156,AFM,0
1157,AFMID,0
1158,AFP,1
1159,AFTPH,0
1160,AGA,0
1161,AGAP1,0
1162,AGAP2,0
1163,AGAP2-AS1,0
1164,AGAP3,0
1165,AGAP4,0
1166,AGAP5,0
1167,AGAP6,0
1168,AGAP9,0
1169,AGBL1,0
1170,AGBL2,0
1171,AGBL3,0
1172,AGBL4,0
1173,AGBL5,0
1174,AGBL5-AS1,0
1175,AGER,1
1176,AGFG1,0
1177,AGFG2,0
1178,AGGF1,0
1179,AGK,0
1180,AGL,0
1181,AGMAT,0
1182,AGMO,0
1183,AGO1,0
1184,AGO2,0
1185,AGO3,0
1186,AGO4,0
1187,AGPAT1,0
1188,AGPAT2,0
1189,AGPAT3,0
1190,AGPAT4,0
1191,AGPAT5,0
1192,AGPS,0
1193,AGR2,0
1194,AGR3,0
1195,AGRN,0
1196,AGRP,0
1197,AGT,1
1198,AGTPBP1,0
1199,AGTR1,1
1200,AGTR2,1
1201,AGTRAP,0
1202,AGXT,0
1203,AGXT2,0
1204,AHCTF1,0
1205,AHCY,0
1206,AHCYL1,0
1207,AHCYL2,0
1208,AHDC1,0
1209,AHI1,0
1210,AHNAK,0
1211,AHNAK2,0
1212,AHR,1
1213,AHRR,0
1214,AHSA1,0
1215,AHSA2,0
1216,AHSG,0
1217,AHSP,0
1218,AICDA,0
1219,AIDA,0
1220,AIF1,0
1221,AIF1L,0
1222,AIFM1,0
1223,AIFM2,0
1224,AIFM3,0
1225,AIG1,0
1226,AIM1,0
1227,AIM1L,0
1228,AIM2,0
1229,AIMP1,0
1230,AIMP2,0
1231,AIP,0
1232,AIPL1,0
1233,AIRE,0
1234,AIRN,0
1235,AJ003147.8,0
1236,AJ003147.9,0
1237,AJ006998.2,0
1238,AJ011932.1,0
1239,AJ239322.1,0
1240,AJAP1,0
1241,AJUBA,0
1242,AK1,0
1243,AK2,0
1244,AK3,0
1245,AK4,0
1246,AK5,0
1247,AK6,0
1248,AK7,0
1249,AK8,0
1250,AK9,0
1251,AKAP1,0
1252,AKAP10,0
1253,AKAP11,0
1254,AKAP12,0
1255,AKAP13,0
1256,AKAP14,0
1257,AKAP17A,0
1258,AKAP2,0
1259,AKAP3,0
1260,AKAP5,0
1261,AKAP6,0
1262,AKAP7,0
1263,AKAP8,0
1264,AKAP8L,0
1265,AKAP9,0
1266,AKIP1,0
1267,AKIRIN1,0
1268,AKIRIN2,0
1269,AKNA,0
1270,AKNAD1,0
1271,AKR1A1,0
1272,AKR1B1,1
1273,AKR1B10,0
1274,AKR1B15,0
1275,AKR1C1,0
1276,AKR1C2,0
1277,AKR1C3,0
1278,AKR1C4,0
1279,AKR1D1,0
1280,AKR1E2,0
