symbol,maxClinicalTrialPhase,chembl,globalScore,label_definition
NDUFS4,1.0,0.1730914076533087,0.1052275975143942,Open Targets LUAD association with maxClinicalTrialPhase > 0
NDUFA6,1.0,0.1730914076533087,0.1052275975143942,Open Targets LUAD association with maxClinicalTrialPhase > 0
NDUFB9,1.0,0.1730914076533087,0.1052275975143942,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL17A,1.0,,0.1047386932763579,Open Targets LUAD association with maxClinicalTrialPhase > 0
CASR,1.0,,0.1043377231706504,Open Targets LUAD association with maxClinicalTrialPhase > 0
POLD4,1.0,0.1654922726831635,0.1037030806138198,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADH1B,1.0,,0.1031795003678973,Open Targets LUAD association with maxClinicalTrialPhase > 0
POLE3,1.0,0.1654922726831635,0.1024557486042589,Open Targets LUAD association with maxClinicalTrialPhase > 0
TNFSF11,1.0,,0.1023962277291905,Open Targets LUAD association with maxClinicalTrialPhase > 0
PRIM1,1.0,0.1654922726831635,0.1021734306597081,Open Targets LUAD association with maxClinicalTrialPhase > 0
PTGER2,1.0,,0.1016920267527777,Open Targets LUAD association with maxClinicalTrialPhase > 0
ITGB1,1.0,,0.1016869706404052,Open Targets LUAD association with maxClinicalTrialPhase > 0
AGTR1,1.0,,0.1011858441980012,Open Targets LUAD association with maxClinicalTrialPhase > 0
POLD3,1.0,0.1654922726831635,0.1009774291855201,Open Targets LUAD association with maxClinicalTrialPhase > 0
POLA1,1.0,0.1654922726831635,0.1006078493308354,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL11RA,1.0,,0.0980396199455357,Open Targets LUAD association with maxClinicalTrialPhase > 0
AHR,1.0,,0.0976645112496148,Open Targets LUAD association with maxClinicalTrialPhase > 0
FOLR1,1.0,0.1519826994029052,0.0972235249670063,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMD14,1.0,,0.0967798121244425,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL5A2,1.0,,0.0966666525145363,Open Targets LUAD association with maxClinicalTrialPhase > 0
ABCA1,1.0,,0.0961071692094331,Open Targets LUAD association with maxClinicalTrialPhase > 0
ITGAL,1.0,,0.0947171384369058,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL6R,1.0,,0.0941541905072694,Open Targets LUAD association with maxClinicalTrialPhase > 0
ESR2,1.0,,0.0937676580897889,Open Targets LUAD association with maxClinicalTrialPhase > 0
CLDN18,1.0,,0.093642617015641,Open Targets LUAD association with maxClinicalTrialPhase > 0
EPHB2,1.0,,0.0936154483931675,Open Targets LUAD association with maxClinicalTrialPhase > 0
S1PR1,1.0,,0.0930806393769416,Open Targets LUAD association with maxClinicalTrialPhase > 0
CPS1,1.0,,0.0925762020658422,Open Targets LUAD association with maxClinicalTrialPhase > 0
MS4A1,1.0,,0.090973908159301,Open Targets LUAD association with maxClinicalTrialPhase > 0
P2RY6,1.0,,0.0905983039305721,Open Targets LUAD association with maxClinicalTrialPhase > 0
PIK3CD,1.0,,0.0902666950447403,Open Targets LUAD association with maxClinicalTrialPhase > 0
CD80,1.0,,0.088454431238156,Open Targets LUAD association with maxClinicalTrialPhase > 0
HDAC9,1.0,,0.0881689429111933,Open Targets LUAD association with maxClinicalTrialPhase > 0
PLAU,1.0,,0.0877357529489392,Open Targets LUAD association with maxClinicalTrialPhase > 0
EDNRB,1.0,,0.0857642255269779,Open Targets LUAD association with maxClinicalTrialPhase > 0
LAMA3,1.0,,0.085656893575077,Open Targets LUAD association with maxClinicalTrialPhase > 0
HDAC6,1.0,,0.0853676875415143,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPS27A,1.0,,0.0853610641453612,Open Targets LUAD association with maxClinicalTrialPhase > 0
XDH,1.0,,0.0850655671639256,Open Targets LUAD association with maxClinicalTrialPhase > 0
HDAC2,1.0,,0.0848394938764518,Open Targets LUAD association with maxClinicalTrialPhase > 0
AXL,1.0,0.1215861595223242,0.0846141039699734,Open Targets LUAD association with maxClinicalTrialPhase > 0
FGR,1.0,,0.0836213528756121,Open Targets LUAD association with maxClinicalTrialPhase > 0
EEF1A2,1.0,,0.0833611135383602,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMB5,1.0,0.1367844294626147,0.0831554673040579,Open Targets LUAD association with maxClinicalTrialPhase > 0
GABRA3,1.0,,0.0829573188667752,Open Targets LUAD association with maxClinicalTrialPhase > 0
CTLA4,1.0,0.1215861595223242,0.0828185636797722,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPL36A,1.0,,0.0825467418605483,Open Targets LUAD association with maxClinicalTrialPhase > 0
MAOA,1.0,,0.0824478022360816,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL6A6,1.0,,0.0817088798170285,Open Targets LUAD association with maxClinicalTrialPhase > 0
COL7A1,1.0,,0.0816434624833711,Open Targets LUAD association with maxClinicalTrialPhase > 0
TUBA1C,1.0,,0.0816356635684124,Open Targets LUAD association with maxClinicalTrialPhase > 0
NECTIN4,1.0,,0.0815236968852103,Open Targets LUAD association with maxClinicalTrialPhase > 0
RRM2B,1.0,,0.0812237840261625,Open Targets LUAD association with maxClinicalTrialPhase > 0
HDAC1,1.0,,0.0807727648587451,Open Targets LUAD association with maxClinicalTrialPhase > 0
SERPING1,1.0,,0.0807269514770592,Open Targets LUAD association with maxClinicalTrialPhase > 0
TUBA1B,1.0,,0.0805916097232535,Open Targets LUAD association with maxClinicalTrialPhase > 0
TLR7,1.0,,0.0801553207802907,Open Targets LUAD association with maxClinicalTrialPhase > 0
PRKCA,1.0,,0.0800402722575641,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMC6,1.0,,0.0796292620552929,Open Targets LUAD association with maxClinicalTrialPhase > 0
MMP1,1.0,,0.0792809479256001,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMB6,1.0,,0.0787615734761397,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADRA1D,1.0,,0.0786805385070067,Open Targets LUAD association with maxClinicalTrialPhase > 0
KCNK3,1.0,,0.0786482610806323,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMB7,1.0,,0.0783457961396194,Open Targets LUAD association with maxClinicalTrialPhase > 0
PRKCQ,1.0,,0.0779488031601468,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMD2,1.0,,0.0778309706269915,Open Targets LUAD association with maxClinicalTrialPhase > 0
EEF2,1.0,0.1215861595223242,0.0774500437860164,Open Targets LUAD association with maxClinicalTrialPhase > 0
IL12B,1.0,,0.076834214533959,Open Targets LUAD association with maxClinicalTrialPhase > 0
HDAC7,1.0,,0.0767012495912282,Open Targets LUAD association with maxClinicalTrialPhase > 0
ADORA2B,1.0,,0.0766847278598948,Open Targets LUAD association with maxClinicalTrialPhase > 0
LAMA2,1.0,,0.0766733313613929,Open Targets LUAD association with maxClinicalTrialPhase > 0
SCN7A,1.0,,0.0748939256455472,Open Targets LUAD association with maxClinicalTrialPhase > 0
KCNQ1,1.0,,0.074855319734264,Open Targets LUAD association with maxClinicalTrialPhase > 0
RPLP0,1.0,,0.0746345984321606,Open Targets LUAD association with maxClinicalTrialPhase > 0
PSMC1,1.0,,0.0745277287812952,Open Targets LUAD association with maxClinicalTrialPhase > 0
CYP3A43,1.0,,0.0739159709369403,Open Targets LUAD association with maxClinicalTrialPhase > 0
SLC5A2,1.0,,0.0738464774382862,Open Targets LUAD association with maxClinicalTrialPhase > 0
EPCAM,1.0,,0.0736654767459125,Open Targets LUAD association with maxClinicalTrialPhase > 0
IFNG,1.0,,0.0734292679218097,Open Targets LUAD association with maxClinicalTrialPhase > 0
EGLN3,1.0,,0.0729404490441847,Open Targets LUAD association with maxClinicalTrialPhase > 0
